error_type,record_id,stock_code,date,event_type,investor_name,source_page,evidence_text
FP,AE-4bf9908e09ba,301581,2021-09,增资,万元增至,MD p45,     招股说明书  1-1-44  2021 年9 月19 日，谷捷有限召开股东会，同意上述增资扩股事项。  2021 年11 月11 日，谷捷有限取得了黄山市市场监督管理局为其换发的营 业执照（统一社会信用代码：913410045986552970）。  2022 年1 月17 日，中审众环会计师出具《验资报告》（众环验字（2022） 0110017 号），确认截至2021 年12 月31 日，谷捷有限已收到股东赛格高技术 和上汽科技缴纳的实收资本514.2857 万元，出资方式为货币。  本次增资完成后，公司股权结构如下：  序号  股东姓名/名称  出资额（万元）  出资比例（%） 
FP,AE-6edfd11d00cc,301581,2012-06-12,设立,主要生产经营地,MD p17," 发行人名称  黄山谷捷股份有限公司  成立日期  2012 年6 月12 日（有限公 司）；2022 年9 月13 日（股 份有限公司）  注册资本  6,000 万元  法定代表人  胡恩谓  注册地址  安徽省黄山市徽州区城北 工业园文峰西路10 号  主要生产经营地 址"
FP,AE-78d2b12d8377,301581,,增资,与王凌峰,MD p47,捷设立时注册资本为100 万元，其中吴 斌认缴出资60 万元；张俊武认缴出资20 万元；邓亮认缴出资10 万元；王凌峰 认缴出资10 万元。  2010 年3 月22 日，昆山谷捷召开股东会，同意王凌峰将其所持昆山谷捷10% 股权转让给周斌，邓亮将其所持昆山谷
FP,AE-7e5dc1df3a2a,301581,2022-08-05,整体变更,万元按,MD p39,"100.00  2、股份公司设立情况  2022 年8 月5 日，中审众环会计师出具《审计报告》（众环审字（2022） 0113941号），确认截至2022 年5 月31日，谷捷有限经审计后的净资产为20,152.51 万元。  2022 年8 月7 日，中联国信出具《资产评估报告》 （皖中联国信评报字（2022） 第223 号），确认截至2022 年5 月31 日，谷捷有限净资产评估值为28,244.00 万元。  2022 年8 月24 日，黄山市供销社、黄山供销集团出具《关于黄山谷捷散热 科技有限公司整体改制变更设立股份有限公司的批复》（黄供集团[2022]44 号） 注1，同意谷捷有限"
FP,AE-7ea0003dc0a0,301581,,增资,东会,MD p47,0 万元，其中吴 斌认缴出资60 万元；张俊武认缴出资20 万元；邓亮认缴出资10 万元；王凌峰 认缴出资10 万元。  2010 年3 月22 日，昆山谷捷召开股东会，同意王凌峰将其所持昆山谷捷10% 股权转让给周斌，邓亮将其所持昆山谷捷10%股权转让给周斌；同
FP,AE-918d450f9061,301581,,增资,zc,MD p43,"有限的注册资本 变更为1,200 万元，其中黄山供销集团出资936 万元，张俊武出资132 万元，周 斌出资132 万元；同日，谷捷有限与昆山谷捷再次签订《吸收合并协议》，进一 步明确了双方权利义务等条款。  2021 年4 月13 日，谷捷有限取得了黄山市徽州区市场监督"
FP,AE-93628932ea2a,301581,,增资,出资,MD p38," 日，谷捷有限股东昆山谷捷作出股东决定，同意由昆山谷捷 出资1,000 万元，设立谷捷有限。  2012 年6 月12 日，安徽天正达会计师事务所出具《验资报告》（皖天会验 字[2012]第261 号），确认截至2012 年6 月12 日，谷捷有限已收到昆山谷捷缴 纳的注册资"
FP,AE-97d192f22716,301581,2009-06,增资,与王凌峰,MD p47,并前，昆山谷捷历次股权和股东变化情况  2009 年6 月30 日，昆山谷捷召开股东会，审议通过《昆山谷捷金属制品有 限公司章程》。根据该公司章程，昆山谷捷设立时注册资本为100 万元，其中吴 斌认缴出资60 万元；张俊武认缴出资20 万元；邓亮认缴出资10 万元；王凌峰 认缴出资10 万元。  2010 年3 月22 日，昆山谷捷召开股东会，同意王凌峰将其所持昆山谷捷10% 股权转让给周斌，邓亮将其所持昆山谷捷10%股权转让给周斌；同日，周斌分别 与王凌峰、邓亮签订《股权转让协议》。  2012 年4 月23 日，昆山谷捷召开股东会，同意新增注册资本100 万元，黄 山市化工总厂、吴斌、张俊
FP,AE-a7f66e40d5fc,301581,,增资,斌出资,MD p43,万元，其中黄山供销集团出资936 万元，张俊武出资132 万元，周 斌出资132 万元；同日，谷捷有限与昆山谷捷再次签订《吸收合并协议》，进一 步明确了双方权利义务等条款。  2021 年4 月13 日，谷捷有限取得了黄山市徽州区市场监督管理局为其换发 的营业执
FP,AE-cc4876427e8b,301581,2022-05,增资,万元由黄山佳捷全额认缴,MD p45,元由员工持股平 台黄山佳捷全额认缴。  2022 年5 月24 日，谷捷有限与黄山佳捷签署《黄山谷捷散热科技有限公司 增资扩股协议》，新增注册资本90.2256 万元由黄山佳捷全额认缴，增资价格为 23.55 元/注册资本，出资方式为货币。  2022 年5 月26 日，谷捷有限取得了黄山市市场监督管理局为其换发的营业  
FP,AE-df2b7d025ab1,301581,2009-07-06,设立,成立日期,MD p46,公司名称  昆山谷捷金属制品有限公司  成立日期  2009 年7 月6 日  法定代表人  胡恩谓   
FP,AE-0ebc389f969e,603418,,增资,万美元,MD p99, 400万美元注册资金已全部到位。其中，徐泾工业公司以土地使用权出资 99.12 万美元，以货币出资140.88万美元；友升太平洋美国以货币出资 160.00万美元。  # （二）股份有限公司的设立情况  公司由上海友升铝业有限公司整体变更设立。  根据会计师出具的《审计报告》，友升有限
FP,AE-21a5fbd8fed7,603418,,股权转让,万元出资份额,MD p101,约定第一美亚基金以 6.0753 万美元的价格向陈桂荣转让其所持有第一美亚 100%的股权，陈桂荣间接取得友升有限 55%股权。陈桂荣系罗世兵兄弟之配偶，与罗世兵之间存在委托持股的情况，陈桂荣作为名义股东不实际参与经营管理，双方均确认属于代持。  2）2003年 7月 30日，第一美亚向美国日升转让其所持有的友升有限 55%股权，存在股权代持的情况  2003 年 7 月 30 日，第一美亚与美国日升签署《股权转让协议》，约定第一美亚将其持有的友升有限 55%股权转让给美国日升，第一美亚不再持有友升有限股权，该次转让系由罗世兵同一控制下的两家企业进行的转让，未支付对价。根据公司提供的资料及境外
FP,AE-3073bed16c67,603418,,股权转让,万美元的价格向陈桂荣转让其所持有第一美亚,MD p101,持的形成  1）2003年 7月 3日，第一美亚基金向陈桂荣转让其所持有第一美亚 100%的股权，存在股权代持的情况  2003年 7月 3日，陈桂荣与第一美亚基金签署了《股权转让协议》，约定第一美亚基金以 6.0753 万美元的价格向陈桂荣转让其所持有第一美亚 100%的股权，陈桂荣间接取得友升有限 55%股权。陈桂荣系罗世兵兄弟之配偶，与罗世兵之间存在委托持股的情况，陈桂荣作为名义股东不实际参与经营管理，双方均确认属于代
FP,AE-38b28fe2fa48,603418,,增资,以友升有限截至,MD p99," 万美元，以货币出资140.88万美元；友升太平洋美国以货币出资 160.00万美元。  # （二）股份有限公司的设立情况  公司由上海友升铝业有限公司整体变更设立。  根据会计师出具的《审计报告》，友升有限截至 2020年 5月 31日的净资产为 40,482.37 万元。  沃克"
FP,AE-54f652539ece,603418,2003-07-21,设立,其受罗世兵委托于,MD p101,及境外律师出具的境外法律意见书，美国日升成立于2003年 7月 21日，注册地址为美国亚利桑那州，股东和法定代表人为占庆华。占庆华为罗世兵的母亲，其受罗世兵委托于 2003 年 7 月 21 日设立美国日升。本次股权转让后，罗世兵通过美国日升间接持有友升有限 55%股权
FP,AE-6e48482d3f0c,603418,,增资,table,MD p99,"2,000万元增加至 13,380万元，新增注册资本由金浦临港基金出资 840 万元、金浦科创基金出资 360 万元、上海骁墨出资 180 万元，出资方式均为货币资金，新增股份的认购价格为 8.3333元/股。  2020年 9月 30日，友升股份完成了上述增资的工商变更登记手续，并"
FP,AE-8c77786f6ca7,603418,2020-05,增资,colspan,MD p99,"会计师出具的《审计报告》，友升有限截至 2020年 5月 31日的净资产为 40,482.37 万元。  沃克森评估于 2020 年 7 月 23 日出具了沃克森评报字（2020）第 1025 号《上海友升铝业有限公司拟变更设立股份公司涉及的上海友升铝业有限公司净资产资产评估报告》，根据该评估报告，截至 2020年 5月 31日，友升有限的净资产评估值为 48,659.65 万元。  2020年 7月 27日，友升有限股东会作出决议，同意根据会计师出具的《审计报告》，以友升有限截至 2020 年 5 月 31 日的净资产 40,482.37 万元按 3.3735:1的比例折合股本 12,000"
FP,AE-03d0dc14af4f,688758,2017-12-05,设立,GEORGE,MD p71, 万元  执行事务合伙人：  黄学英  成立日期：  2017 年12 月5 日  营业范围：  企业管理服务及咨询、商务信息咨询、经济信息咨询。（依法须经批 准的项目，经相关部门批准后方可开展经营活动）  截至本招股说明书签署之日，苏州贤达股权结构如下：  序号  股东姓名  
FP,AE-0e6faa5c70ad,688758,2003-03-10,设立,上海赛分报告期内无实际经营,MD p70,法人独资）  法定代表人：  黄学英  成立日期：  2003 年3 月10 日  注销日期：  2021 年6 月17 日  经营范围：  研究、开发、生产化学分析仪器，销售自产产品，并提供相关技术 咨询与技术服务；上述产品同类商品的批发、进出口、佣金代理（拍 卖除外）及相关配
FP,AE-2d834b216c69,688758,2021-08-25,设立,公司法,MD p370,作出了有效决议。  股份公司第一届董事会成立于2021 年8 月25 日，截至本招股说明书签署之 日，董事会累计召开了16 次会议，历次会议的召集和召开程序、出席会议人员 资格及表决程序、决议的内容及签署等，均符合《公司法》等法律、法规和规范  
FP,AE-747a963a2979,688758,2022-03-15,设立,上海赛分,MD p69,.00 美元）  已发行股份：  -  成立日期：  2022 年3 月15 日  股权结构：  序号  股东名称  股权比例  1  赛分科技  100%  主营业务  募投项目美国研发中心项目实施主体  在发行人业务板块中 定位  赛分生科是募投项目美国研发中心项目的实施主体
FP,AE-ab06802e1f91,688758,,股权转让,万元注册资本,MD p57,，作为补偿，黄学英同意 以合计人民币0 元的价格向高新同华转让其所持有的赛分有限22 万元注册资本，  
FP,AE-ae06e40c444d,688758,2021-06-30,设立,一般项目,MD p68,法人独资）  法定代表人：  黄学英  成立日期：  2021 年6 月30 日  经营范围：  许可项目：第二类医疗器械生产；第三类医疗器械生产；第三类医 疗器械经营（依法须经批准的项目，经相关部门批准后方可开展经 营活动，具体经营项目以审批结果为准）一般项目：技术进出口； 货
FP,AE-c3cba70da76b,688758,2002-02-14,设立,HYL,MD p67,"  已发行股份：  85,599 股  成立日期：  2002 年2 月14 日  股权结构：  序号  股东名称  股权比例  1  赛分科技  92.76%  2  HYL SERVICES, LLC1  7.24%  主营业务  主要从事分析色谱产品的研发、生产及销售  在"
FP,AE-c845167e4963,688758,2017-12-14,设立,主营业务,MD p68,科创板上市招股说明书  1-1-67  成立日期：  2017 年12 月14 日  经营范围：  色谱介质研发、生产、销售。（依法须经批准的项目，经相关部门 批准后方可开展经营活动）  股权结构：  序号  股东名称  股权比例  1  赛分科技  100%  主营业务  主要从
FP,AE-f927703a6b3d,688758,2009-03-16,设立,中国,MD p26,"行人名称 苏州赛分科技股份有限公 司  成立日期  2009 年3 月16 日  注册资本  366,488,394 元  法定代表人  黄学英  注册地址  中国（江苏）自由贸易试 验区苏州片区苏州工业园 区集贤街11 号  主要生产经营地 址  中国（江苏）自由贸易试验区 "
FP,AE-0830e0c9859f,688775,,增资,万元的来源,MD p83,".34  合计  6,846.29  ①北京岚锋全体股东实缴出资3,109.45 万元的来源  截至本招股说明书签署日，北京岚锋全体股东的实缴出资为3,109.45 万元， 其中，刘靖康实缴出资1,205.45 万元，其余六名公司核心团队股东实缴出资 1,904.00 万元，资金来源均"
FP,AE-a8314094692c,688775,,增资,具体转让情况如,MD p83,"缴出资为3,109.45 万元， 其中，刘靖康实缴出资1,205.45 万元，其余六名公司核心团队股东实缴出资 1,904.00 万元，资金来源均为自筹。前述刘靖康实缴出资的1,205.45 万元资金主 要来源于刘靖康通过岚烽管理转让深圳岚锋股权的税后收益2,360.08 万"
FP,AE-d442dd4dc402,688775,2015-07-09,设立,中信证券股份有限公,MD p28,"技股份有限公 司  成立日期  有限公司成立于2015 年7 月9 日，2020 年2 月26 日整体变更为股 份公司  注册资本  36,000.00 万元  法定代表人  刘靖康  注册地址  深圳市宝安区新安街道海 旺社区兴业路1100 号金 利通金融中心大厦2 "
FP,AE-da34ab2b4598,688775,,增资,刘靖康成立的一人有限公司深圳斓枫科技有限公司持有岚烽管理,MD p83,"，刘靖康实缴出资1,205.45 万元，其余六名公司核心团队股东实缴出资 1,904.00 万元，资金来源均为自筹。前述刘靖康实缴出资的1,205.45 万元资金主 要来源于刘靖康通过岚烽管理转让深圳岚锋股权的税后收益2,360.08 万元。该 收益除用于刘靖康对北京岚锋实缴出资外，其余部分由其"
FP,AE-fd68058c1812,688775,,股权转让,FQRDX,MD p101,500   注：截至本招股说明书签署日，德朴投资已向汇智同裕转让其持有的所有发行人的股份， 德朴投资不再持有发行人的股份  1、新增股东基本情况  上述新增股东的基本情况如下：  （1）知盛投资  企业名称  深圳市知盛投资合伙企业（有限合伙）  成立时间  2019 年8 月12 日  出资额  240.00 万元  统一社会信用代码  91440300MA5FQRDX86  注册地  深圳市南山区蛇口街道渔一社区湾厦路72 号蛇口公馆4 栋 23B17  执行事务合伙人  周伟纳  经营范围  一般经营项目是
FP,AE-110591a01eaf,920100,2018-09-29,设立,CH,MD p13," 2002 年11 月7 日  股份公司成立日期  2018 年9 月29 日  注册资本  5,310.93 万元  法定代表人  盛祎  办公地址  江苏省常州市经济开发区富民路222 号  注册地址  江苏省常州市经济开发区富民路222 号  控股股东  盛祎  实际控制"
FP,AE-4e6be954ba04,920100,,增资,同意股东陆宇君将其持有公司,MD p45, 万元，股东陆宇君 增加出资35 万元，股东王洪波增加出资55 万元。  2021 年5 月27 日，深圳市市场监督管理局核准本次股权变更登记。  本次增资完成后，深圳三协的股权结构情况如下：  序号  姓名  出资额（万元）  出资比例（%）  出资方式  1  陆
FP,AE-5338d5ccef6f,920100,,增资,作出决议,MD p45,东朱南保增加出资10 万元，股东陆宇君 增加出资35 万元，股东王洪波增加出资55 万元。  2021 年5 月27 日，深圳市市场监督管理局核准本次股权变更登记。  本次增资完成后，深圳三协的股权结构情况如下：  序号  姓名  出资额（万元）  出资比例
FP,AE-738d04e8c4e4,920100,2021-05,增资,万元增加至,MD p45, 1-1-45  2021 年5 月10 日，深圳三协召开股东会，作出决议，同意股东卢娇娇将其所持公司25%的股 权转让给王洪波；同意股东朱南保将其所占公司5%的股权转让给王洪波；同意股东陈广武将其所 占公司2.5%的股权转让给王洪波。  同日，王洪波分别为卢娇娇、朱南保、陈广武就相应股权转让事宜签订《股权转让协议书》。  2021 年5 月27 日，深圳市市场监督管理局核准本次股权变更登记。  本次股权转让完成后，深圳三协的股权结构情况如下：  序号  姓名  出资额（万元）  出资比例（%）  出资方式  1  陆宇君  105.00  35.00  货币  2  王洪波  75.00  
FP,AE-b28da2d21a8f,920100,2022-08-15,资本公积转增,付荷庆,MD p32,"（股转函〔2022〕1807 号）。  2022 年8 月15 日，苏亚金诚出具《验资报告》（苏亚锡验[2022]7 号），经审验，截至2022 年8 月9 日，公司已收到稳正景明、长泽创投缴纳的出资款2,374.40 万元。  本次股票发行新增股份于2022 年9 月1 日在股转系统挂牌并公开转让。  2、2023 年股票发行  2023 年5 月26 日，公司召开第二届董事会第十三次会议审议通过了《关于<常州三协电机股份 有限公司股票定向发行说明书>的议案》。2023 年6 月15 日，公司召开2023 年第三次临时股东大 会，审议通过了上述议案。本次股票拟发行价格为5.41 元/股，拟发"
FP,AE-b5cb14566a1a,920100,2019-05-21,设立,三合融创,MD p43, 企业名称  深圳市三协电机有限公司  成立日期  2019 年5 月21 日  注册资本  370 万元  实收资本  370 万元  注册地  深圳市宝安区石岩街道罗租社区罗租工业大道2 号B 栋502  主要生产经营地  深圳市宝安区石岩街道罗租社区罗租工业大道2 号B 
FP,AE-ce91b801820e,920100,2019-11-25,设立,一般经营项目是,MD p34,"91440300MA5FY5WG3C  成立日期  2019 年11 月25 日  注册资本  5,100 万元  实缴资本  3,162 万元  企业类型  有限合伙企业  执行事务合伙人  深圳市稳正资产管理有限公司  住所  深圳市福田区沙头街道天安社区深南大道深铁置业大厦"
FP,AE-eac918bd60c3,920100,2019-05-10,设立,MA,MD p52, 常州三协电机股份有限公司南京分公司  成立日期  2019 年5 月10 日  注销日期  2021 年9 月1 日  统一社会信用代码  91320102MA1YCP7J3F  负责人  叶海澄  注册地  南京市玄武区龙蟠路155 号3 幢211 室  主要生产经营地  
FP,AE-ec19fa5a830e,920100,,增资,出资方式,MD p45,400 万元，由原股东同比例增资。其中，股东朱南保增加出资10 万元，股东陆宇君 增加出资35 万元，股东王洪波增加出资55 万元。  2021 年5 月27 日，深圳市市场监督管理局核准本次股权变更登记。  本次增资完成后，深圳三协的股权结构情况如下：  序号  姓
FP,AE-fe5a405dc4db,920100,2022-11,增资,万元变更为,MD p46,400.00  100.00  -  ⑦2022 年11 月，深圳三协第五次股权转让  2022 年10 月26 日，深圳三协召开股东会，作出决议，同意股东王洪波将其所持公司32.5%的 股权转让给发行人全资子公司三合融创。  同日，王洪波与三合融创就本次股权转让事宜签订《股权转让协议书》。  2022 年11 月4 日，深圳市市场监督管理局核准本次股权变更登记。  本次股权转让完成后，深圳三协的股权结构情况如下：  序号  姓名或名称  出资额（万元）  出资比例（%）  出资方式  1  朱南保  240.00  60.00  货币  2  三合融创  130.00  32.50  货币 
FP,AE-14f707087e35,920116,,增资,万元已实缴,MD p48,"金林共同出资设立星图测控有限，其中，四 方股份出资1,200 万元（对应持有星图测控有限60%股权）；罗永红出资400 万元（对 应持有星图测控有限20%股权）；王金林出资400 万元（对应持有星图测控有限20% 股权）。罗永红、王金林于测控有限设立时所持有的全部股"
FP,AE-1727724962ef,920116,2006-01-20,设立,不得从事国家和本市产业政策禁止和限制类项目,MD p37,"91110108784807231Q  成立日期  2006年1月20日  注册地址及主要生产经营 地  北京市顺义区临空经济核心区机场东路2号（产业园1A-4号1、5、7层）  法定代表人  许光銮  总股本  543,325,930股1  经营范围  技术开发、技术转"
FP,AE-19856e0630c1,920116,2022-11-28,设立,上市公司行业分类,MD p15,"2016 年12 月14 日  股份公司成立日期  2022 年11 月28 日  注册资本  82,500,000.00  法定代表人  牛威  办公地址  中国（安徽）自由贸易试验区合肥市高新区望江西路900 号中安创谷科技 园一期A1 栋35 层  注册地址  中国（安徽）"
FP,AE-3b57232c9254,920116,,增资,不适用,MD p203,限公司于2024 年4 月24 日成立，公司认缴出资300 万元，持股比例30%， 截至报告期末公司未实缴出资。  科目具体情况及分析说明：  公司长期股权投资系参与投资岢岚九舟星辰航天科技有限公司所致。    7、 其他权益工具投资  □适用 √不适用   8、
FP,AE-9cbba45e8221,920116,2022-08-08,设立,岳苗苗,MD p39,91360405MABWW0HB9D  成立日期  2022 年8 月8 日  注册地址及主要生产经 营地  江西省九江市共青城市基金小镇内  执行事务合伙人  岳苗苗   
FP,AE-aa298881a14d,920116,2021-10-11,设立,一般项目,MD p39,"91360405MA7BD5BA6C  成立日期  2021 年10 月11 日  注册地址及主要生产经 营地  江西省九江市共青城市基金小镇内  执行事务合伙人  牛威  出资额  3,083.47 万元  经营范围  一般项目：项目投资，实业投资。（未经金融监管部门批准，不得"
FP,AE-d2858bdc9312,920116,2021-12,增资,万元为折股依据,MD p217,"1-1-217    单位：元     2021 年12 月 31 日  本期变动  2022 年12 月 31 日  发行 新股  送股  公积 金转 股  其他  小计  股份总数  24,340,000.00  -  -  - 50,660,000.00 50,660,000.00 75,000,000.00    单位：元     2020 年12 月 31 日  本期变动  2021 年12 月 31 日  发行新 股  送股  公积金 转股  其他  小计  股份总数  24,340,000.00  -  -  -  -  - 24,340,000.00    科目具体情况及分析说"
